loan_status,gender,income,home_ownership,loan_amount,loan_interest_rate,previous_loan
Declined,female,124658,MORTGAGE,8800,7.29,Yes
Declined,male,63272,RENT,5407,13.89,No
Declined,female,82438,MORTGAGE,6000,12.32,Yes
Declined,male,109232,MORTGAGE,9514,11.99,Yes
Declined,female,51183,MORTGAGE,2500,15.61,Yes
Declined,male,45840,RENT,4349,11.54,Yes
Declined,female,63960,RENT,7000,11.6,No
Declined,female,79039,MORTGAGE,5000,13.99,No
Declined,female,102652,MORTGAGE,4371,8.45,No
Declined,female,44308,RENT,3250,7.63,Yes
Declined,male,78739,RENT,6000,11.92,Yes
Declined,male,94018,MORTGAGE,23963,11.36,No
Declined,female,69876,MORTGAGE,3224,8.46,No
Declined,female,90949,RENT,7546,10.35,Yes
Declined,female,239199,MORTGAGE,12000,6.97,Yes
Declined,female,86167,RENT,8059,11.34,Yes
Declined,male,128602,MORTGAGE,24144,12.87,Yes
Declined,female,72671,MORTGAGE,3999,7.96,No
Declined,male,83761,MORTGAGE,14000,6.88,Yes
Declined,male,87394,MORTGAGE,20000,7.99,Yes
Declined,male,44398,OWN,2500,9.94,Yes
Declined,female,61234,OWN,10000,10.75,Yes
Declined,male,88802,RENT,5920,13.5,Yes
Declined,male,59728,MORTGAGE,3500,8.89,Yes
Declined,male,51579,RENT,8000,15.82,Yes
Declined,female,64591,MORTGAGE,1000,15.19,Yes
Declined,male,43095,RENT,4800,13.28,Yes
Declined,female,53113,RENT,4177,13.4,Yes
Declined,female,54614,RENT,6000,9.55,No
Declined,female,86616,RENT,6400,13.11,No
Declined,female,151660,MORTGAGE,9000,10.39,Yes
Declined,female,75582,MORTGAGE,1557,12.88,No
Declined,male,75455,RENT,12800,10.93,Yes
Declined,male,62268,RENT,6429,15.47,No
Declined,female,22429,RENT,2400,14.22,Yes
Declined,male,48951,MORTGAGE,5000,5.73,Yes
Declined,male,56385,RENT,12000,11.42,No
Declined,female,104719,RENT,12200,7.29,Yes
Declined,male,64159,MORTGAGE,8000,10.97,No
Declined,female,115960,MORTGAGE,9000,7.49,Yes
Declined,male,84630,MORTGAGE,6000,7.66,No
Declined,male,63601,RENT,1500,10.46,No
Declined,male,107815,MORTGAGE,10000,10.88,No
Declined,male,70708,RENT,7500,11.86,No
Declined,female,114831,MORTGAGE,6468,8.3,Yes
Declined,male,96055,MORTGAGE,8000,6.46,No
Declined,female,51392,MORTGAGE,3000,6.91,Yes
Declined,male,47979,RENT,6000,7.85,Yes
Declined,male,60758,OWN,3000,7.69,Yes
Declined,male,25038,RENT,3589,11.01,Yes
Declined,female,41222,MORTGAGE,7000,9.84,Yes
Declined,female,56326,MORTGAGE,6000,10.92,Yes
Declined,male,31091,RENT,5000,11.01,Yes
Declined,male,74491,RENT,6000,11.01,Yes
Declined,female,55355,MORTGAGE,8000,7.26,Yes
Declined,female,85215,MORTGAGE,4000,10.48,Yes
Declined,female,80808,MORTGAGE,7000,7.78,No
Declined,male,59038,MORTGAGE,24339,10.88,Yes
Declined,male,85190,MORTGAGE,6000,8.35,Yes
Declined,male,54606,MORTGAGE,5000,10.96,No
Declined,female,84916,RENT,13000,7.98,No
Declined,male,90010,MORTGAGE,25000,11.17,Yes
Declined,male,180825,MORTGAGE,11341,11.04,Yes
Declined,male,145280,OWN,15195,12.59,No
Declined,female,104473,MORTGAGE,8000,11.1,No
Declined,female,63809,MORTGAGE,6000,7.87,No
Declined,female,36974,RENT,5886,7.38,Yes
Declined,female,41719,RENT,5000,9.88,Yes
Declined,male,180932,MORTGAGE,14000,6.9,No
Declined,male,127069,MORTGAGE,5000,9.66,Yes
Declined,male,109213,RENT,18000,9.63,No
Declined,female,89003,MORTGAGE,20096,14.17,Yes
Declined,male,101972,RENT,15723,12.11,No
Declined,male,59807,RENT,3000,8.7,Yes
Declined,male,72949,MORTGAGE,10000,11.67,Yes
Declined,male,361124,MORTGAGE,24223,18.68,Yes
Declined,male,150865,RENT,3361,10.38,No
Declined,male,61023,RENT,11000,14.5,No
Declined,female,60542,MORTGAGE,10000,14.03,Yes
Declined,male,30979,OWN,4750,13.85,Yes
Declined,male,54867,RENT,2484,8.63,Yes
Declined,male,35636,RENT,4000,9.84,No
Declined,female,88829,MORTGAGE,15000,11.01,Yes
Declined,female,104506,RENT,12109,9.88,Yes
Declined,male,134815,RENT,5012,14.3,No
Declined,female,93433,MORTGAGE,5000,8.82,No
Declined,female,71995,RENT,7955,6.64,Yes
Declined,male,222351,MORTGAGE,24822,11.3,No
Declined,male,46508,RENT,8913,7.35,Yes
Declined,male,56695,MORTGAGE,8000,13.84,No
Declined,male,64673,MORTGAGE,7412,11.39,No
Declined,female,26877,MORTGAGE,1477,13.01,Yes
Declined,male,55091,MORTGAGE,7500,10.56,Yes
Declined,male,64434,RENT,10000,15.52,Yes
Declined,male,84851,MORTGAGE,19616,7.59,No
Declined,male,99374,MORTGAGE,10000,10.67,No
Declined,male,83926,RENT,11000,11,Yes
Declined,female,108881,MORTGAGE,3000,11.01,Yes
Declined,male,90903,RENT,14400,9.74,Yes
Declined,male,68347,MORTGAGE,15000,8.48,Yes
Declined,female,51418,RENT,1281,5.97,Yes
Declined,female,156895,MORTGAGE,14178,10.6,No
Declined,male,72663,MORTGAGE,17000,16.04,Yes
Declined,male,61063,RENT,13000,11.46,Yes
Declined,female,46673,RENT,8000,11.38,Yes
Declined,male,181264,RENT,7809,12.07,Yes
Declined,female,44327,RENT,9000,6.19,No
Declined,female,78616,RENT,6000,13.87,Yes
Declined,male,37670,RENT,3600,7.65,Yes
Declined,male,54972,RENT,10493,15.86,No
Declined,female,72899,RENT,3600,8.82,No
Declined,female,43091,RENT,6000,11.94,No
Declined,male,37020,RENT,2400,10.46,Yes
Declined,male,94446,MORTGAGE,15000,8.35,No
Declined,female,90696,MORTGAGE,12000,6.92,Yes
Declined,female,216820,MORTGAGE,9979,8.25,Yes
Declined,male,61090,RENT,12000,7.83,Yes
Declined,female,98108,OWN,12000,11.76,Yes
Declined,female,54981,RENT,8000,10.89,No
Declined,male,91435,MORTGAGE,10251,11.85,Yes
Declined,female,94646,MORTGAGE,8011,7.83,Yes
Declined,male,29764,RENT,4200,11.89,No
Declined,female,55791,MORTGAGE,7500,7.45,Yes
Declined,male,33539,MORTGAGE,9600,12.8,No
Declined,male,41068,MORTGAGE,6000,11.09,Yes
Declined,male,95723,MORTGAGE,4746,9.2,No
Declined,female,37152,MORTGAGE,4000,7.5,Yes
Declined,male,29865,RENT,3000,7.19,Yes
Declined,male,42783,RENT,2000,14.56,Yes
Declined,male,74153,MORTGAGE,2010,7.89,No
Declined,male,79246,MORTGAGE,10000,11.01,No
Declined,female,87645,RENT,7407,15.02,No
Declined,male,93091,MORTGAGE,13822,11.15,Yes
Declined,male,59957,MORTGAGE,2500,5.47,No
Declined,male,102754,MORTGAGE,7500,10.66,Yes
Declined,female,41719,RENT,2420,12.34,No
Declined,male,98382,MORTGAGE,10000,7.21,No
Declined,female,44435,RENT,10000,13.78,Yes
Declined,male,104474,RENT,15000,7.9,Yes
Declined,male,64572,RENT,3514,9.31,Yes
Declined,male,76573,MORTGAGE,7066,16.77,Yes
Declined,male,61765,MORTGAGE,12000,13.06,Yes
Declined,male,65652,MORTGAGE,9533,13.57,Yes
Declined,male,41173,OWN,3000,10.2,Yes
Declined,female,116071,MORTGAGE,4108,11,No
Declined,female,75297,RENT,15000,6.91,Yes
Declined,male,321623,MORTGAGE,21779,12.09,Yes
Declined,female,91097,MORTGAGE,4000,14.7,No
Declined,female,52816,RENT,5000,13.43,No
Declined,female,84829,MORTGAGE,6000,7.1,Yes
Declined,female,126888,MORTGAGE,6000,11,Yes
Declined,female,72643,RENT,5000,5.79,No
Declined,male,43125,MORTGAGE,12000,12.18,Yes
Declined,male,156792,MORTGAGE,3051,8.31,No
Declined,male,66018,MORTGAGE,4000,10.09,No
Declined,female,27482,RENT,4000,10.51,Yes
Declined,female,54798,RENT,10000,11.01,Yes
Declined,female,34666,RENT,1000,11.56,No
Declined,male,109210,MORTGAGE,20000,11.65,No
Declined,female,159134,MORTGAGE,10200,7.64,Yes
Declined,male,39204,RENT,2408,6.89,Yes
Declined,male,113157,RENT,20000,12.35,Yes
Declined,female,90931,RENT,15000,8.69,Yes
Declined,male,205004,MORTGAGE,20155,12.8,Yes
Declined,male,43170,RENT,2118,12.28,No
Declined,male,112314,MORTGAGE,2000,9.58,Yes
Declined,male,97049,RENT,16000,12.72,No
Declined,male,73144,MORTGAGE,20000,7.74,No
Declined,male,48277,RENT,10413,10.41,No
Declined,male,132836,MORTGAGE,25000,11.7,Yes
Declined,male,63295,MORTGAGE,5000,14.22,No
Declined,female,70863,RENT,10000,10.03,Yes
Declined,female,91086,MORTGAGE,7000,10.77,Yes
Declined,female,80161,MORTGAGE,16002,10.02,Yes
Declined,female,63626,OWN,8496,10.67,No
Declined,male,105271,RENT,20000,8.36,Yes
Declined,female,33392,MORTGAGE,2955,10.88,Yes
Declined,male,55701,MORTGAGE,7000,8.93,Yes
Declined,female,127114,MORTGAGE,5000,11.27,No
Declined,male,49563,RENT,6000,11.26,Yes
Declined,male,132731,MORTGAGE,16000,14.61,Yes
Declined,female,91117,RENT,8000,8.42,Yes
Declined,male,31874,MORTGAGE,5000,7.9,Yes
Declined,male,37849,RENT,6000,11.76,Yes
Declined,female,75218,RENT,9000,10.96,Yes
Declined,female,76442,MORTGAGE,24909,11.27,Yes
Declined,male,34534,RENT,8500,6.24,Yes
Declined,male,133219,MORTGAGE,9000,11.03,No
Declined,female,90853,MORTGAGE,12000,7.89,Yes
Declined,female,89845,RENT,15000,11.4,No
Declined,female,126877,MORTGAGE,9865,9.76,Yes
Declined,female,36660,OWN,10000,9.39,No
Declined,male,58340,RENT,6000,11.2,No
Declined,female,45231,RENT,7000,12.85,Yes
Declined,female,68027,MORTGAGE,3445,10.39,No
Declined,male,58243,RENT,9000,10.7,Yes
Declined,female,65655,RENT,12000,8.86,No
Declined,female,105449,MORTGAGE,2183,10.21,Yes
Declined,male,44231,RENT,4500,6.81,Yes
Declined,male,58619,MORTGAGE,4500,7.71,No
Declined,male,99773,RENT,9985,5.92,No
Declined,female,125657,MORTGAGE,14000,11.51,Yes
Declined,male,174103,RENT,5000,11.46,No
Declined,male,55026,MORTGAGE,3000,10.74,Yes
Declined,female,70574,RENT,4000,10,Yes
Declined,female,65956,RENT,15712,7.59,Yes
Declined,male,47549,RENT,9558,7.24,Yes
Declined,female,102808,MORTGAGE,18999,13.89,Yes
Declined,male,58491,MORTGAGE,8400,12.33,No
Declined,male,117149,RENT,16756,10.81,No
Declined,male,215048,MORTGAGE,8000,15.06,Yes
Declined,male,334809,MORTGAGE,20632,12.08,Yes
Declined,male,422975,MORTGAGE,10558,15.75,No
Declined,male,72997,RENT,5500,8.57,Yes
Declined,male,109737,MORTGAGE,34322,8.87,No
Declined,male,60838,RENT,15000,6.92,Yes
Declined,male,67062,MORTGAGE,6500,11.29,Yes
Declined,female,71552,RENT,11000,9.58,Yes
Declined,female,37006,MORTGAGE,13949,8.9,No
Declined,female,80104,MORTGAGE,3527,12.32,Yes
Declined,female,50542,RENT,8000,11.7,No
Declined,male,124189,MORTGAGE,5000,18.44,Yes
Declined,male,80173,MORTGAGE,2885,7.33,Yes
Declined,female,130298,MORTGAGE,28232,12.24,Yes
Declined,male,56790,MORTGAGE,16899,13.1,Yes
Declined,male,85414,RENT,12000,6.72,Yes
Declined,male,165605,MORTGAGE,9989,5.92,No
Declined,male,96196,MORTGAGE,8000,6.38,Yes
Declined,female,107051,MORTGAGE,24000,11.21,Yes
Declined,female,36900,RENT,2000,5.77,Yes
Declined,male,60006,OWN,2755,8.92,Yes
Declined,female,64146,MORTGAGE,7200,10.28,Yes
Declined,male,93061,MORTGAGE,12966,14.4,Yes
Declined,female,110291,RENT,13453,13.29,Yes
Declined,female,66849,RENT,4000,10.99,Yes
Approved,male,51465,RENT,12854,15.24,No
Approved,male,19009,RENT,3187,11.86,No
Approved,female,66375,RENT,7909,11.08,No
Approved,female,24155,RENT,3676,8.49,No
Approved,female,52018,RENT,15000,11.56,No
Approved,male,94811,MORTGAGE,17849,16.41,No
Approved,female,103919,MORTGAGE,4078,13.05,No
Approved,male,46303,RENT,20000,14.39,No
Approved,male,91408,RENT,25000,15.81,No
Approved,female,61255,RENT,18934,10.88,No
Approved,male,63232,RENT,12000,16.27,No
Approved,female,165622,MORTGAGE,25000,13.6,No
Approved,female,45526,RENT,14000,9.89,No
Approved,female,136463,RENT,12000,16.04,No
Approved,female,21092,RENT,3982,10.39,No
Approved,female,61814,RENT,4090,10.52,No
Approved,male,44066,MORTGAGE,6928,6.84,No
Approved,male,56864,RENT,8288,16.42,No
Approved,female,36912,RENT,7000,10.13,No
Approved,male,56412,RENT,18218,10.74,No
Approved,female,112860,RENT,30000,14,No
Approved,female,44029,RENT,15000,12.85,No
Approved,male,66884,RENT,20000,10.35,No
Approved,male,53794,MORTGAGE,24748,14.27,No
Approved,male,725242,MORTGAGE,24821,9.08,No
Approved,female,19316,RENT,5106,11.55,No
Approved,female,32737,RENT,6000,16.16,No
Approved,male,20079,RENT,2026,15.23,No
Approved,male,43910,RENT,6000,13.49,No
Approved,female,37220,RENT,12000,13.65,No
Approved,female,73026,RENT,18785,10.15,No
Approved,male,76699,RENT,7842,11.62,No
Approved,male,36934,RENT,6000,13.66,No
Approved,male,45457,RENT,5790,13.7,No
Approved,male,38490,RENT,8000,13.99,No
Approved,male,71688,MORTGAGE,3983,9.11,No
Approved,female,44043,RENT,18401,11.18,No
Approved,male,50776,RENT,10965,15.5,No
Approved,male,31976,RENT,2070,11.3,No
Approved,male,37217,RENT,12000,10.23,No
Approved,male,68116,RENT,5036,12.66,No
Approved,male,49019,RENT,21000,15.4,No
Approved,female,36150,RENT,11000,12.14,No
Approved,female,166350,RENT,2543,19.18,No
Approved,male,89793,MORTGAGE,26141,11.01,No
Approved,female,94805,RENT,24073,14.98,No
Approved,male,66466,RENT,9976,15.14,No
Approved,male,44068,RENT,9988,15.33,No
Approved,male,31095,RENT,6711,13.15,No
Approved,male,19980,RENT,4583,9.38,No
Approved,male,15163,RENT,3591,10.19,No
Approved,male,80565,MORTGAGE,30000,14.48,No
Approved,female,69341,RENT,4363,10.92,No
Approved,male,29944,RENT,10000,13.06,No
Approved,male,58528,RENT,14737,11.05,No
Approved,male,22655,RENT,5000,12.2,No
Approved,female,100914,RENT,25000,12.52,No
Approved,male,44196,RENT,7500,11.4,No
Approved,male,79467,RENT,24184,14.45,No
Approved,male,34505,RENT,5000,16.39,No
Approved,male,44389,RENT,15207,15.85,No
Approved,male,42009,RENT,3029,10.32,No
Approved,female,39522,RENT,5000,16.29,No
Approved,female,35811,RENT,5631,13.93,No
Approved,male,30075,RENT,1500,13.51,No
Approved,male,22956,RENT,7000,8.76,No
Approved,male,49276,RENT,21046,18.24,No
Approved,male,42006,RENT,9000,16.46,No
Approved,male,23586,RENT,7867,12.95,No
Approved,female,21153,OWN,5836,10.93,No
Approved,female,56576,RENT,18066,10.72,No
Approved,male,65800,RENT,20000,14.45,No
Approved,female,52983,RENT,18000,11.66,No
Approved,female,55975,RENT,12457,15.8,No
Approved,female,40292,RENT,17177,14.47,No
Approved,male,88497,MORTGAGE,5203,15.95,No
Approved,male,80593,RENT,9781,12.41,No
Approved,female,25982,RENT,10000,12.85,No
Approved,female,33026,RENT,2338,7.09,No
Approved,male,36591,RENT,9284,11.63,No
Approved,male,45397,RENT,13915,13.8,No
Approved,male,19598,RENT,5500,11.05,No
Approved,male,233781,MORTGAGE,5173,15.04,No
Approved,male,37331,RENT,10000,14.9,No
Approved,male,39702,RENT,10234,7.36,No
Approved,female,94303,RENT,24000,12,No
Approved,male,68531,MORTGAGE,6072,13.4,No
Approved,male,83906,RENT,4104,7.73,No
Approved,male,101442,MORTGAGE,20000,13.76,No
Approved,female,44121,RENT,15000,11.01,No
Approved,female,32345,RENT,8000,12.04,No
Approved,male,53987,RENT,5000,16.79,No
Approved,male,22704,RENT,3000,10.96,No
Approved,female,44220,RENT,16000,15.66,No
Approved,female,65931,RENT,5000,16.35,No
Approved,male,61893,MORTGAGE,10000,8.16,No
Approved,male,76720,MORTGAGE,9391,11.3,No
Approved,male,71806,RENT,15000,15.3,No
Approved,male,66150,RENT,7000,13.6,No
Approved,male,26833,RENT,4500,12.05,No
Approved,female,56208,RENT,8659,10.87,No
Approved,male,15612,RENT,3000,8.74,No
Approved,female,68386,RENT,20000,17.29,No
Approved,female,23649,RENT,1552,10.49,No
Approved,male,47828,RENT,10153,15.13,No
Approved,female,122762,MORTGAGE,15552,15.51,No
Approved,male,19894,RENT,5466,8.44,No
Approved,male,46188,RENT,12000,10.29,No
Approved,male,39527,RENT,15000,13.09,No
Approved,female,46628,RENT,19774,8.17,No
Approved,male,37020,RENT,10000,8.09,No
Approved,male,91154,RENT,14643,12.29,No
Approved,female,118070,MORTGAGE,5448,16.13,No
Approved,female,38021,RENT,11200,11.99,No
Approved,male,36918,RENT,1484,12.87,No
Approved,female,51617,RENT,18182,16.17,No
Approved,male,35639,RENT,15000,14.02,No
Approved,male,43761,RENT,15000,16.59,No
Approved,female,33380,RENT,8345,13.09,No
Approved,female,124416,RENT,9226,15.98,No
Approved,female,60727,RENT,18000,8.29,No
Approved,female,10665,RENT,1852,10.95,No
Approved,male,31111,RENT,8000,8.02,No
Approved,female,51077,RENT,7000,15.35,No
Approved,male,46065,RENT,12293,15.46,No
Approved,female,55245,RENT,16925,14.02,No
Approved,female,35905,RENT,4000,14.39,No
Approved,male,138420,MORTGAGE,20000,13.32,No
Approved,male,81909,RENT,23970,14.91,No
Approved,male,18771,RENT,4369,12.45,No
Approved,female,41864,RENT,10000,15.03,No
Approved,female,95783,RENT,6465,12.11,No
Approved,female,65527,RENT,17441,9.62,No
Approved,female,35421,RENT,11269,10.47,No
Approved,female,44644,RENT,14175,10.01,No
Approved,male,34363,RENT,4730,13.33,No
Approved,male,107821,RENT,30000,17.47,No
Approved,male,39645,RENT,1500,10.57,No
Approved,male,46204,RENT,3860,14.02,No
Approved,female,91022,RENT,25000,14.69,No
Approved,female,10807,RENT,1533,14.13,No
Approved,male,33561,RENT,8432,9.74,No
Approved,female,44195,RENT,11202,11.03,No
Approved,male,85833,MORTGAGE,15000,16.38,No
Approved,female,47763,RENT,16000,16.38,No
Approved,male,47150,RENT,15086,11.85,No
Approved,male,166565,RENT,3892,11.86,No
Approved,female,33103,RENT,3991,13.44,No
Approved,female,24397,OWN,7500,10.5,No
Approved,male,41056,RENT,9000,11.01,No
Approved,female,83660,RENT,25000,13.11,No
Approved,female,71146,RENT,17210,16.33,No
Approved,male,92967,MORTGAGE,15000,11.3,No
Approved,female,111836,RENT,25000,14.93,No
Approved,male,54802,RENT,5000,11.36,No
Approved,female,37009,RENT,5000,9.88,No
Approved,male,78998,RENT,20000,7.71,No
Approved,female,31162,RENT,5173,18.36,No
Approved,female,53494,RENT,17508,11.09,No
Approved,female,15383,OWN,3000,8.73,No
Approved,male,124196,RENT,9268,14.91,No
Approved,female,26982,RENT,9912,10.3,No
Approved,male,54922,RENT,10000,12.14,No
Approved,male,103519,MORTGAGE,20000,15.82,No
Approved,female,262666,MORTGAGE,25000,18.88,No
Approved,female,35919,RENT,10992,14.8,No
Approved,female,206456,MORTGAGE,11600,14.13,No
Approved,male,68978,RENT,12000,15.86,No
Approved,male,141835,RENT,12324,18.15,No
Approved,female,16687,RENT,7109,8.78,No
Approved,female,37146,RENT,10948,10.08,No
Approved,female,78038,MORTGAGE,25000,13.44,No
Approved,male,46089,RENT,12110,14.6,No
Approved,male,22249,OWN,5000,9.76,No
Approved,male,73353,RENT,18382,13.77,No
Approved,male,39694,RENT,4029,15.99,No
Approved,male,12865,RENT,2979,11.19,No
Approved,male,148671,MORTGAGE,14165,11.48,No
Approved,male,12723,OWN,4608,9.39,No
Approved,female,64577,RENT,17312,7.94,No
Approved,male,46882,RENT,20000,11.17,No
Approved,female,60163,MORTGAGE,5000,14.95,No
Approved,female,22513,RENT,6000,7.61,No
Approved,female,24183,RENT,3000,9.99,No
Approved,female,106518,RENT,29645,17.07,No
Approved,female,36994,RENT,3552,9.14,No
Approved,female,41807,RENT,3162,10.06,No
Approved,male,47222,RENT,12950,10.48,No
Approved,male,41387,RENT,8000,11.38,No
Approved,female,53803,RENT,20000,14.97,No
Approved,female,66329,RENT,5000,16.11,No
Approved,female,71453,RENT,5000,15.62,No
Approved,male,53623,RENT,18154,14.53,No
Approved,female,98200,RENT,29154,11.89,No
Approved,male,166588,MORTGAGE,20000,15.94,No
Approved,female,44112,RENT,15000,14.54,No
Approved,male,99300,RENT,16750,20,No
Approved,female,19124,RENT,7000,9.8,No
Approved,male,54981,RENT,14500,11.81,No
Approved,female,68219,MORTGAGE,6000,11.09,No
Approved,female,66505,RENT,20000,16.88,No
Approved,female,95039,RENT,35000,17.77,No
Approved,male,148556,MORTGAGE,25000,17.08,No
Approved,female,59328,RENT,15000,12.92,No
Approved,female,51520,RENT,4856,13.37,No
Approved,female,44112,RENT,14000,7.14,No
Approved,female,75231,RENT,5802,14.11,No
Approved,female,90458,RENT,24000,10.75,No
Approved,male,48899,RENT,13243,13.14,No
Approved,male,35403,RENT,3898,15.11,No
Approved,male,41017,RENT,9000,8.24,No
Approved,female,37181,RENT,14013,7.58,No
Approved,male,32784,RENT,10000,15.41,No
Approved,female,13998,RENT,3390,11.16,No
Approved,female,51277,MORTGAGE,3195,15.44,No
Approved,female,44842,RENT,18649,7.83,No
Approved,female,39475,RENT,15000,10.73,No
Approved,female,85002,RENT,20000,14.49,No
Approved,male,54179,RENT,17479,11.12,No
Approved,male,37481,RENT,20134,14.21,No
Approved,male,59500,MORTGAGE,8129,10.54,No
Approved,male,87678,MORTGAGE,17915,15.8,No
Approved,female,92263,RENT,20000,13.85,No
Approved,male,115845,RENT,4281,16.94,No
Approved,female,28339,RENT,3106,18.36,No
Approved,female,62167,RENT,10000,11.35,No
Approved,male,83270,RENT,20674,12.14,No
Approved,male,100106,RENT,14161,17.63,No
Approved,female,101687,RENT,15000,15.52,No
Approved,male,73104,RENT,10000,14.42,No
Approved,male,190438,MORTGAGE,10374,15.51,No
Approved,female,38268,RENT,11204,6.59,No
Approved,male,65534,RENT,13200,14.91,No
Approved,female,77043,RENT,20000,12.53,No
Approved,female,71692,RENT,15000,10.94,No
Approved,female,23146,RENT,4500,9.3,No
Approved,male,76016,RENT,20000,12.91,No
Approved,male,76210,RENT,16000,14.81,No
Approved,female,30722,RENT,6064,16.12,No
Approved,female,68911,RENT,7388,10.29,No
Approved,female,40544,RENT,3393,8.3,No
Approved,female,22427,RENT,1500,12.16,No
Approved,male,87868,RENT,25000,18.17,No
Approved,female,76044,RENT,20000,12.11,No
Approved,female,22650,RENT,3250,11.66,No
Approved,male,100711,RENT,20000,11.89,No
Approved,male,65483,RENT,10000,16.24,No
Approved,female,54141,RENT,20000,16.68,No
Approved,female,48148,RENT,3250,9.3,No
Approved,female,76232,RENT,24965,14.2,No
Approved,male,126945,MORTGAGE,24182,15.28,No
Approved,male,41425,RENT,14000,19.31,No
Approved,male,37236,RENT,10000,8.01,No
Approved,female,39678,RENT,8575,17.24,No
